review,word_count,text_length,cluster_label
সিনেমা হিসেবে নয় নাটক হিসেবে ভালো হতো।,7,39,0
জাস্ট অসাধারণ।জয়া অসাধারণ।আবিরও অসাধারণ,6,40,1
শুরুটা ঠিকঠাক হলেও মাঝখানে কিছুটা ঢিমে মনে হয়েছে।,8,50,0
"প্লটটা সহজেই বোঝা যায়, জটিল কিছু নেই।",7,38,0
অভিনয় চমৎকার। সব অভিনেতা চরিত্রের সাথে মিলে গেছে।,8,50,0
মেকআপ এবং কস্টিউম অনেক চরিত্রের ওপর একদমই মানায়নি।,8,51,1
গল্পের প্লট অস্পষ্ট।,3,20,0
"আমার মনে হয় শাবনূর, মৌসুমী,রিয়াজের ক্যারিয়ার সেরা মুভি এটি",10,58,1
"সাউন্ড ডিজাইন দুর্বল, সংলাপ অনেক সময় ঠিকমতো শোনা যায় না।",10,58,0
"অনেক দৃশ্য বাস্তবসম্মত ছিল, তবে আবেগ তেমনভাবে ধরা পড়েনি।",9,57,0
বাংলাদেশে আমার দেখা সেরা সিনেমা হল বেনামী। অভিনয় দেখে আমি সত্যিই মুগ্ধ,12,71,2
"সিনেমার প্রথমার্ধ একটু ধীর, দ্বিতীয়ার্ধে কিছুটা গতি পায়।",8,56,0
গল্পটা আগেও দেখা গল্পগুলোর মতোই মনে হয়েছে।,7,43,0
"মুভিটির লুক ছিল অনেকটা টিভি নাটকের মত, খুব একটা সিনেমাটিক নয়।",11,62,0
ভাই কি ছিল এটা....থ্রিলারের বাপ,6,31,1
সিনেমার চরিত্র অর্ক ছিল খুবই সাধারণ।,6,36,0
"এই মুভিটা আমি ছোট থেকেই দেখে আসছি এখন পর্যন্ত কত হাজার বার দেখেছি জানি না কিন্তু মন ভরে না, আমার কাছে এই আম্মাজান মুভিটি পৃথিবীর সেরা।",26,134,2
সিনেমার মতোই গানগুলোও অসাধারণ,4,29,2
চরিত্রগুলোর আবেগিক সংযোগ খুব প্রকাশ পায়নি।,6,42,0
"আবেগ দাগ ঠিক আছে, খুব শক্তিশালী না.",7,35,0
সামাজিক অনেক বিষয় ওঠে এসেছে খুব সুন্দর.কাছের মানুষ মুভির মতো।,11,62,1
"গানগুলো ঠিকঠাক ছিল, স্মরণীয় না।",5,32,0
একটা সিনেমার গল্প এত হাস্যকর হলে কি কেউ দেখবে?,9,46,2
সিনেমার দৃশ্যগুলোর বিন্যাস বাস্তবসম্মত এবং অতিরিক্ত চমকপ্রদ নয়।,8,64,0
"চমৎকার একটি পরিবারিক গল্প ছিল। আবেগ, হাসি আর সুন্দর কিছু মুহূর্ত—সব মিলিয়ে বেশ পরিপাটি একটি সিনেমা।",17,99,2
সিনেমার বিষয়বস্তু মাঝারি মানের।,4,31,0
গল্পের গতি না ধীর না দ্রুত—মাঝারি।,7,34,0
এই হল CCC বাংলা সিনেমার অবস্থা,6,30,1
আগা মাথা কিছুই নাই ছবিতে,5,24,1
অ্যাকশন দৃশ্যগুলি এতটাই খারাপভাবে সম্পাদনা করা হয়েছে যে কী ঘটছে তা বোঝা কঠিন।,13,78,0
গল্প না থাকলে সিনেমা করার দরকার কি,7,34,2
হ্যালো গাইস আমি একজন ইন্ডিয়ান বাঁশি একজন বাংলাদেশের মুভি দেখতে ভালো লাগে কিন্তু অনেকদিন পর দেখলাম খুব সুন্দর লাগলো মুভিটা,20,122,2
সিনেমা দেখতে গিয়ে মাঝেমাঝে মোবাইল চেক করেছি।,7,44,2
অসাধারণ একটা গল্প। দারুন লাগলো,5,30,2
সাসপেন্স তৈরির চেষ্টা ব্যর্থ হয়েছে।,5,36,1
"সিনেমাটি দেখে কোনো বড় দৃষ্টিভঙ্গি পরিবর্তন হয়নি, আবার সময়ও নষ্ট হয়নি।",11,69,0
হাজার বছর ধরে আমার পরিচিত পদ্মা নদীর মাঝিদের পরিচিতি দিয়েছেন মানিক বন্দ্যোপাধ্যায় অসাধারণ এক জীবনগল্প।,15,102,1
"গল্পে যতটা সম্ভাবনা ছিল, বাস্তবে ততটা সফল হয়নি।",8,48,0
এগুলারে সিনেমা বলে না,4,21,1
করলার মতো লাগলো মুভিটা।,4,23,2
সিনেমাটির সামাজিক বার্তা ছিল খুবই স্পষ্ট এবং শক্তিশালী। বিনোদনের মাঝেও কিছু শেখার ছিল।,13,86,0
কারিনার মুখে হাসি ফুটে ওঠে,5,26,1
গল্পের ধারা ধারাবাহিক ও আকর্ষণীয়।,5,34,0
অসাধারণ ছবিটা আমার জীবনে হলে ছবি দেখেছি এই টা সেই দিন গুলো খুব মিছ করি কেনো চলেগেলো দিনগুলো,18,91,2
কি নিখুঁত অভিনয় যেমন শিল্পী তেমন কণ্ঠ কি গান আবার যদি এরকম সিনেমা বানানো হতো মনটা কেঁদে ওঠলো আবার দেখার পরে,21,107,1
"ভিজ্যুয়ালগুলো সাধারণ, কোনো সিনেমাটিক অনুভূতি নেই।",6,50,0
সিনেমার হাস্যরস দর্শকদের আনন্দ দেয়।,5,36,0
"সিনেমার মধ্যে অতিরিক্ত কিছু ছিল না, খুবই সোজাসাপ্টা।",8,52,0
সিনেমার আবহ পুরো সময় একই ধরনের ছিল।,7,35,0
ফালতু মুবি... অনেক আগেই দেখেছি.....,5,35,1
নুসরাত ফারিয়াকে নায়িকা হিসেবে মানায় না।,6,39,1
অভিনেতাদের অভিনয় প্রায়শই কৃত্রিম এবং বাস্তবতা থেকে দূরে।,8,58,0
"প্রযোজক যদি আরও ইনভেস্ট করতেন, সিনেমা আরও ভালো হত।",9,50,0
পুরো মুভিটি হাস্যকর। এছাড়া কিছু না।,6,36,0
পরিচালনার অভাব এত স্পষ্ট যে দৃশ্যগুলো এলোমেলো লাগে।,8,51,1
অসাধারণ ছিলো দুইজনই অসাধারণ অভিনয় করেছেন।,6,41,1
"সিনেমার রিভিউ পড়ে যা ভেবেছিলাম, তেমনই পেলাম।",7,45,2
"ছবির গল্পটা খুবই সাধারণ, কিন্তু ভালোভাবে বলা হয়েছে।",8,52,0
সিনেমাটি শেষ না করেও তেমন কিছু মিস হতো না।,9,42,0
সিনেমার মিউজিক এবং সংলাপ একসাথে ভালো মানের।,7,43,0
এগুলা কেউ দেখে নাকি,4,19,1
"চরিত্রগুলোর আবেগ কৃত্রিম, দর্শকের কাছে পৌঁছায় না।",7,50,0
"চিত্রনাট্যে কিছুটা ঘাটতি থাকলেও, সহনীয় ছিল।",6,44,0
ভিজ্যুয়াল এফেক্টস চোখ ধাঁধাঁয়ানো।,4,35,1
সিনেমা জগতের সেরা নায়ক সালমান শাহ সিনেমা জগতের সেরা সিনেমা আনন্দ আশরা যার তুলনায় আজকের বাংলা সিনেমা কিছুই নয়।,19,112,2
গল্পের প্রবাহ এতই ধীর যে আমি মাঝের অংশে মনোযোগ হারাচ্ছিলাম।,10,59,0
সিনেমায় বিশেষ কিছু না থাকলেও সময় কাটানোর জন্য মন্দ না।,10,54,0
"সংলাপ কম ছিল, তবে যা ছিল তা ঠিকভাবেই এসেছে।",9,43,0
ভিলেন চরিত্রটিকে এমনভাবে উপস্থাপন করা হয়েছে যে কোনো ভয় বা উত্তেজনা তৈরি হয় না।,14,81,0
"অ্যাকশন দৃশ্যের কোনো শক্তি নেই, শুধু উচ্চ শব্দ এবং ধীর গতি।",11,59,0
ক্যামেরার কাজ বেশিরভাগ সময় মসৃণ।,5,33,0
সামগ্রিকভাবে সিনেমাটি একটি মাঝারি অভিজ্ঞতা।,5,43,0
"বাংলাতে অভিনেতা অনেক দক্ষ, কিন্তু কাহিনী দূর্বল। পরমব্রত, আবির এরা ফিল্ম ইণ্ডাষ্ট্রিতে থাকতে থাকতেই এমন মুভি করা উচিত, এমনকি অঙ্কুশকেও ভালো মানাবে এই ধরনের কাহিনীতে।।",25,166,0
সিনেমার আবেগ দর্শককে জড়িয়ে ধরে রাখে পুরো সময়।,8,47,0
সিনেমার থিম দুর্বল এবং শিক্ষণীয় কিছু নেই।,7,42,0
সিনেমার লাইটিং অনেক দৃশ্যে চোখে কষ্ট দেয়।,7,42,0
এটি একটি পারিবারিক চলচ্চিত্র হিসাবে নিখুঁত৷ সব বয়সের মানুষ দেখতে উপভোগ করবে৷,12,77,2
"কিছু দৃশ্য চোখে পড়ে না, তবে পুরো ফ্লো ঠিক আছে।",10,47,0
"সিনেমায় সামাজিক বার্তা ছিল, তবে খুব জোরালোভাবে তুলে ধরা হয়নি।",10,61,0
খুব ভালো লাগলো। অসাধারণ,4,23,2
"চরিত্রগুলোর আবেগ অতিরঞ্জিত নয়, বাস্তবসম্মত।",5,44,0
ঋতুপর্ণার অভিনয় অনবদ্য। অবশ্যই সকলেই যথোচিত অভিনয় করেছেন।,8,57,1
মুভিতে কোন রস কষ নেই,5,20,1
"গল্পে বিশেষ চমক নেই। সিনেমার ক্লাইম্যাক্স সাধারণ, অভিনয় ঠিক আছে। প্রোডাকশন এবং ভিজ্যুয়াল মান ঠিকঠাক। মিউজিক সাধারণ, সংলাপ স্বাভাবিক।",19,134,0
আমি এই মুভিটা বার বার দেখি খুব ভালোলাগে আমার এমন এই শিক্ষা দেওয়া উচিত এমন হলে,16,77,2
সিনেমার ভিজ্যুয়াল স্টাইল ইউনিক এবং প্রফেশনাল।,6,46,0
"বিরক্তিকর খুব বাজে মুভি,কারো অভিনয় সুন্দর হয়নি,এটা কোনো গল্প হলো? কিচ্ছু বুঝিনি!",14,80,2
আমি আসলে ভাষার জন্য ক্ষতির মধ্যে আছি। আমি গল্পটি বুঝতে পারিনি,11,61,1
অনেক সুন্দর সিনেমা। ইলিয়াস কাঞ্চন ও শাবানার অসাধারণ একটি সিনেমা।,10,64,2
মাঝে মাঝেই বিবেক ও সিদ্ধার্থের ভাষণের মতো সংলাপ বিরক্ত করেছে।,10,61,1
সিনেমাটি দেখার পর বিশেষ কোনো প্রতিক্রিয়া দেখা যায়নি।,8,54,2
চরিত্রগুলোর আবেগ সীমিতভাবে প্রকাশ পেয়েছে।,5,41,0
ছবি দেখার প্রশ্নই আসে না!,5,25,2
"নির্মাতা কোনো ঝুঁকি নেননি, একদম নিরাপদ গল্প বলেছেন।",8,51,0
"সিনেমার নাম গল্পের সঙ্গে মিল খায়, তবে তেমন আকর্ষণ করে না।",11,57,0
প্রযোজক যদি আরও বেশি বিনিয়োগ করতেন তাহলে সিনেমাটি আরও ভালো হতো।,11,64,0
"এটি একটি দুর্দান্ত সিনেমা ছিল, অতীতের সিনেমাগুলি ভাল ছিল",9,56,2
"সিনেমার শুরু ভালো ছিল, কিন্তু শেষে কিছুটা দ্রুত শেষ হয়ে যায়।",11,62,0
আমি খারাপ সিনেমা দেখিনি,4,23,2
সংলাপ প্রায়শই বাজে।,3,20,1
সিনেমার কিছু অংশ ভালোভাবে এডিট করা যেত।,7,39,0
এক কথায় অনবদ্য ছবি,4,18,1
শাবানার অসংখ্য জনপ্রিয় ছবির মধ্যে এটি ও একটি। বাংলা চলচ্চিত্রে কিংবদন্তি নায়িকা শাবানা। আর কখনো হবে না তাদের মত ছবি আফসোস আমাদের প্রজন্ম প্রেরণা তাদের মত একজন অভিনেত্রী।,28,171,1
অভিনয় গুলো বাস্তভিত্তিক হয়নি। ফুটে উঠে নি।,7,44,0
ভিজ্যুয়াল এফেক্টস সাধারণ এবং প্রফেশনাল মানের নয়।,7,50,1
এটি এমন একটি চলচ্চিত্র যা আমাকে আরও ভাল বোধ করেছে এবং এটি ভবিষ্যত প্রজন্মের জন্য রেখে গেছে,17,90,2
"অ্যাকশন দৃশ্যগুলো ঠিক ছিল, দর্শনীয় নয়।",6,40,0
"কিছু দৃশ্যে লাইটিং একটু কম, ফলে ডিটেইল হারিয়ে গেছে।",9,52,1
"সিনেমায় কমেডি একটু কম ছিল, তবে প্রাসঙ্গিক ছিল।",8,47,0
"মুভিটা খুব স্লো না, আবার খুব ফাস্টও না—মাঝারি গতির।",10,51,0
এরকম সিনেমা সবসময় দরকার। সমাজের কিছু বাস্তব চিত্র তুলে ধরা হয়।,11,64,2
অনেক দিন পর এত গভীর বার্তাবহ মুভি দেখলাম। সবার দেখা উচিত।,11,57,2
"কিছু দৃশ্য মনে রাখা যায়, কিছু দ্রুত ভুলে যাওয়া যায়, তবে সব মিলিয়ে অভিজ্ঞতা নিরপেক্ষ এবং ভারসাম্যপূর্ণ।",17,106,0
"রিলিজের পরপরই এত রিভিউ দেখেছিলাম, কিন্তু দেখে বুঝলাম সত্যিই মাস্টারপিস।",10,71,2
সেই ছোটবেলায় সিনেমাটা দেখে কেঁদেছি। অবুঝ ছিলাম তবুও চোখের জল ধরে রাখতে পারিনি।। অনবদ্য অভিনয় সালমান শাহর।,17,105,2
চমৎকার সামাজিক ফ্লিক.,3,21,1
"মোচড় একটি নয়, অনেকগুলি৷ একটি রোলারকোস্টার রাইডের মতো৷",8,55,1
"মুভিতে কোনো বিষয়বস্তু চোখে পড়ার মতো ছিল না, কিন্তু বিরক্তিকরও না।",11,65,0
সাইড চরিত্রগুলোকে পুরোপুরি অবহেলা করা হয়েছে—তারা শুধু ফ্রেমে ছিল।,10,66,1
"শেষটা খুব আশ্চর্যজনক ছিল না, কিন্তু গল্পের সঙ্গে মানিয়ে গেছে।",10,61,0
গল্পের মোড়চুয়ানো মুহূর্তগুলো অসম্পূর্ণ।,4,40,0
এতো অসাধারণ অভিনয় কেবল মহানায়ক স্যার সালমান শাহ কে দিয়েই সম্ভব। চোখে পানি ধরে রাখতে পারিনি। অনেকবার ছবিটা দেখেছি তবুও দেখি ভবিষ্যতে ও দেখবো।,24,140,1
মাথা ব্যাথা করতেছে কাহিনি বুঝতে গিয়া,6,36,1
"সিনেমার একাধিক দৃশ্য একই ধরণের মনে হয়েছে, বৈচিত্র্য একটু কম।",10,60,0
অপূর্ব !বহুদিন পরে এমন একটি চলচ্চিত্র দেখতে পেলাম যা বাংলা চলচ্চিত্রের পূর্ণবয়স্ক হবার পরিচয় বহন করছে। অর্পিতার অভিনয় মুগ্ধ করল।,20,129,2
এই সিনেমা সম্পর্কে আমি কি বলতে পারি?,7,36,2
অনেক ছোট ছিলাম তখন মুভিটা দেখেছিলাম আবার মন চাইলো । তাই দেখলাম মুভিটা আমার খুব ভালো লাগে।,16,89,2
গল্পের বড় যৌক্তিক ব্যবধান অন্য সব কিছুকে নষ্ট করে দেয়।,10,56,1
সিনেমার গল্প এমন ধীর গতিতে এগোয় যে মাঝপথে ধৈর্য হারিয়ে ফেলার মতো অবস্থা হয়।,14,78,0
মুভির ব্যাকগ্রাউন্ড স্কোর মাঝে মাঝে দৃষ্টি আকর্ষণ করেছে।,8,56,0
পরিচালকের সূক্ষ্ম নজর পুরো সিনেমায় বারবার অনুভব করা যায়। ছোট ছোট ডিটেইলস দারুণ ছিল।,14,83,0
আবেগপূর্ণ মুহূর্তগুলো জোর করে চাপিয়ে দেয়া হয়েছে।,7,51,1
ছেলেদের এভাবে কেউ মেকাপ করায়?,5,29,1
"শেষ দৃশ্য সরল, বোঝা যায়।",5,25,0
"ভালো ছবি,কিন্তু ইলিয়াসকাঞ্চন এর অভিনয় বেশী অহংকারী।",8,51,0
কথোপকথন সব মন ফুঁকছে. কিছু সংলাপ আমার মনে চিরতরে আটকে আছে.,11,58,1
মুভিটা দেখে আমি অনেক চিন্তায় পড়ে গেছি যে কিছুদিন পরে হলিউড-বলিউড তামিল অস্কার সব সিনেমা প্রতিষ্ঠানে দুর্ভিক্ষ চলে আসবে আসুন আমরা সবাই মিলে সাহায্যের জন্য অগ্রিম প্রস্তুত হয়ে যাই,30,180,2
এই যুগের সিনেমা কোনো সিনেমার মধ্যেই পরে না। কোনো গল্পই নাই।কোনো শিখার কিছু নাই,15,78,2
ফালতু মারকা। মারাত্মক খারাপ,4,27,1
গল্পের মোড়চুয়ানো ঘটনা খুব চমৎকার।,5,35,0
সিনেমার দৃশ্যপট সুন্দর হলেও বারবার একই জায়গা দেখানো হয়েছে।,9,58,0
সংলাপগুলো কৃত্রিম এবং অসংলগ্ন।,4,30,1
গুরুত্বপূর্ণ দৃশ্যে ক্যামেরা এমন জায়গায় ফোকাস করে যেটা একদমই দরকার ছিল না।,12,76,0
"এই মুভি টা এত ভালো আমি যে কতো বার দেখলাম । মুভি টা যেমন রোমান্টিক ,তেমন কষ্ট , তেমন মণ ভালো করা একটা মুভি ।এককথায় দারুণ",24,120,2
মুভিটা দেখতে পারেন আমার কাছেও বেশ সুন্দর লেগেছে।,8,48,2
এই সিনেমার গল্প একেবারেই অনুপ্রেরণামূলক। দেখতে খুব ভালো লাগলো।,9,62,0
"আমি এই মুভি টা আগে দেখেছি, তবুও আমি আবার দেখলাম।",10,48,2
"সিনেমার কাজ গুছানো ছিল, কিন্তু স্মরণীয় কিছু না।",8,47,0
কাস্টিং পুরোপুরি ব্যর্থ; অভিনেতারা চরিত্রের সাথে মানায়নি।,7,57,0
ভীষণ সুন্দর একটি মুভি দেখলাম ।মন ভরে গেল ।জি বাংলা কে অসংখ্য ধন্যবাদ এত ভালো একটা সিনেমা দেখাবার জন্য,19,101,2
আমি শুধু বলব যে আপনি যদি এটি দেখেন তবে আপনি বিশ্বকে ভুলে যাবেন। মাস্টওয়াচ,14,74,1
আবেগের জায়গাটা স্পর্শ করেনি।,4,29,1
মহিলা একটু বেশি বুঝে । সেজন্য বিপদ বেশি আছে,8,43,1
"মুভির কিছু দৃশ্য বেশ ভালো ছিল, তবে কিছু দৃশ্যে ক্যামেরাওয়ার্ক এবং এডিটিং কিছুটা বন্ধ মনে হয়েছে।",16,97,0
আমি আমার সময় খারাপভাবে নষ্ট করেছি।,6,35,1
পাগল ছাগলে দেশটা ভরে গেছে,5,25,1
নায়িকার অভিনয় সত্যিই প্রশংসার যোগ্য। পুরো সিনেমাকে আলাদা লেভেলে নিয়ে গেছে।,11,74,0
মুভির একটা অংশ একটু বেশি টানা মনে হয়েছে।,8,41,0
ছোটখাটো দ্বন্দ্ব সহজেই মিটে যায়।,5,33,1
"সিনেমার পটভূমি যতটা গুরুত্বপূর্ণ হওয়ার কথা ছিল, ততটা ব্যবহারই করা হয়নি।",11,73,0
"ডিরেকশনের স্টাইল ক্লাসিক, খুব আধুনিক বা নতুন কিছু নেই, তবে গল্পের সঙ্গে মানানসই।",13,80,0
ফিল্মটির ক্যামেরা মুভমেন্ট এতটাই নড়বড়ে যে এটি দেখা কঠিন হয়ে পড়ে।,11,68,0
"গান গুলো মোটামুটি, দৃষ্টিনন্দন না।",5,34,0
"প্রারম্ভিক অংশ দর্শকের মনোযোগ ধরে রাখে, খুব চমকপ্রদ নয়।",9,56,0
থিম ও বার্তা দর্শককে ছুঁয়েছে না।,6,33,0
এই একটি ছবি বহু বছর ধরে বাংলার প্রতিটি মানুষকে মুগ্ধ করেছে,11,58,2
বলার ভাষা রাখে না।এত সাসপেন্স থ্রিলার মুভি দেখছি তবু ধারণা করতে পারি নি কী হতে চলেছে। এতটুকু বুঝতে পারছিলাম যে নেইনার অতীতে কিছু তো খারাপ হয়েছিল।,27,145,1
গল্প শেষ হলেও আজকের সমাজে যেন শেষ হয়নি।বাস্তবে বধিররা ভয়ে চোখ বন্ধ করে সমাজের কুৎসিত চোখে দেখে।,18,97,1
"লুক সুন্দর চিলো, কিনতু অবিনয় আর গল্প ফালতু",8,42,1
আশি নব্বই দশকের সেই মর্মান্তিক সামাজিক কাহিনী। সময়ের সাথে সাথে সিনেমার সারমর্ম বদলে যায় তার সঙ্গে মানুষের রুচিবোধ। সিনেমাটা ভালো লাগলো।,21,137,1
ছবি গুলাতে আমাদের মুসলমানদের কতো নিচু করে ছবি বানায়া ভারত,10,57,1
সংলাপগুলি প্রায়শই ক্লিচ এবং পুরানো হয়।,6,40,1
"এটা কে মুভি বলে,,,?",4,19,2
ডিরেক্টরের স্টাইল খুব আলাদা কিছু না।,6,36,0
সিনেমার অ্যাকশন দৃশ্য অত্যন্ত মজাদার।,5,37,0
ববিকে অনেক কষ্ট করতে হয়েছে এই মুভিতে ভালো লেগেছে দুই বার দেখলাম মুভিটা,13,70,2
আমার দেখা জিতের বেস্ট মুভি।,5,27,2
গ্রাম বাংলার সেরা জুটির ছবি,5,27,1
"সিনেমার দৈর্ঘ্য মোটামুটি, গল্পের ফ্লো ধরে রাখার জন্য পর্যাপ্ত।",9,62,0
"মুভিটা একবার দেখার মতো, আর না হলেও চলে।",8,39,2
কিছু দৃশ্য এতটাই অপ্রয়োজনীয় মনে হয়েছিল যে এটি কেবল সময়ের অপচয় বলে মনে হয়েছিল।,14,83,0
মুভিতে বিশেষ কিছু না হলেও সময় পার করতে মন্দ নয়।,10,49,0
গল্পে দ্বন্দ্ব গড়।,3,19,1
মিশার অভিনয়ে কোন নতুনত্ব নেই। পজেটিভ চরিত্রে ও ভিলেনের মতো সংলাপ। অমিত হাসান হলে ভালো হতো।,16,90,1
আমি আর জীবনেও বাংলা সিনেমা দেখবো না,7,35,2
অসাধারণ চমৎকার মুভি,3,19,2
সেই কপি করেই করস মুভি আর বলস বিদেশি চ্যানেল অফ করতে,11,51,1
বাবু টার মুখ টা খুব মায়াবী,6,26,1
চিরকালীন ভালো লাগার সিনেমা অতুলনীয়,5,35,1
গল্পটি এমনভাবে বলা হয়েছে যে আমি সারাজীবন আমার আগ্রহ ধরে রাখতে পেরেছি। কখনো বিরক্ত হইনি।,15,88,1
অনেক বার দেখেছি আজ ও দেখেছি। সত্যি এত সুন্দর ছবি আর হয় না।,13,58,2
"ছবির সংগীত ঠিকঠাক ছিল, বড় পর্দায় ভালো লাগতো।",8,44,0
সিনেমার গঠন একরকম মনে হলেও বিরক্তিকর নয়।,7,40,0
"ছবির গল্পটা একটা নির্দিষ্ট লাইনে চলেছে, বিচ্যুতি ছিল না।",9,56,0
"মুভিটা দেখে অনেক বার চোখের পানি মুছলাম, মুক্তি যুদ্ধের মুভি দেখলে নিজের অাবেগ কে ধরে রাখতে পারিনা,স্যালুট জানাই যারা নিজের জিবন বাজি রেখে দেশটাকে স্বাধিন করেছেন,,!! জয় বাংলা, জয় বঙ্গবন্ধু",31,187,2
"সিনেমার গল্প সাধারণ। ভিজ্যুয়াল ঠিক আছে, তবে বিশেষ চমক নেই। অভিনয় ঠিকঠাক, সংলাপ স্বাভাবিক। মিউজিক মানানসই। মোটামুটি একবার দেখার মতো।",20,133,0
এটা চমৎকার ছিল দুজনেই দারুণ কাজ করেছেন।,7,39,2
এটা কোন প্রফেশানের লোক স্বীকার করে না। এটা জাগিয়ে তোলা দরকার ছিল। এই সিনেমার আবেদন হাজার বছর আমাদের সমাজে বিচরণ করুক। এটাই আমার একমাত্র দাবী।,25,141,1
"সিনেমাটা দেখতে খারাপ লাগেনি, তবে খুব একটা চমকও ছিল না।",10,54,0
"টেম্পো মাঝারি, কখনো ধীর মনে হয়।",6,32,1
"পোশাক-পরিচ্ছদ সাধারণ, চরিত্র অনুযায়ী মানিয়ে গেছে।",7,49,0
ফিল্মের সবচেয়ে উত্তেজনাপূর্ণ অংশটিও নিষ্প্রাণ।,5,47,0
"চরিত্রগুলো যতটা গভীর হওয়া দরকার ছিল, ততটা হয়নি।",8,47,0
নায়কের পারফরম্যান্স সাম্প্রতিক সময়ে দেখা সেরা অভিনয়গুলোর মধ্যে একটা।,9,68,1
এনিমেল সিনেমার গানগুলো মন ছুয়ে যাবে,6,35,1
আবির অসাধারণ। রাইমা সেন অসাধারন।খুব সুন্দর ছিল।,8,47,1
আমি বুঝলাম না কিভাবে মারা গেল।,6,30,1
মুভিটাতে চিঠি পড়ার এক পর্যায়ে বাংলাদেশ কে খাটো করে উপস্থাপন করা হয়েছে যেটা বাংলাদেশি দশর্কদের মর্মাহত করেছে বিশেষ করে আমাকে,20,123,1
একজন নারী এবং একজন পুরুষ এই ছবি থেকে অনেক কিছু শেখার আছে,12,56,2
গল্পের উদ্দেশ্য কোথাও স্পষ্ট নয়।,5,33,0
"লাল সালাম হিরো আলম কে,আমাকে নতুন জীবনে ফিরে আনার জন্যে,,,জাতি আজ হতাস এই ছবিটি দেখে",17,83,1
"বাপ্পি তুমি এই ভিডিও টা করছো বাট,ভালো লাগলো না",10,46,1
সিনেমার ম্যাসেজটা খুব পজিটিভ আর লাইফ-চেঞ্জিং। সবার দেখা উচিত।,10,61,0
অভিনয়ে কেউই খুব দুর্বল ছিল না।,6,31,0
"গল্পে টুইস্ট ছিল, কিন্তু খুব একটা কার্যকর ছিল না।",9,49,0
আমি শিহরিত বাংলাদেশে এত সুন্দর ও উচ্চমানের নায়ক এর অভিনয় দেখে,11,61,1
গল্পের মাঝে কোনো নির্দিষ্ট লক্ষ্য নেই—শুধুই কনফিউশন।,8,52,0
সিনেমার বিষয়বস্তু এবং বার্তা অস্পষ্ট।,5,38,0
কেন আজ এই মুভি বের হল,6,21,2
গল্পের আরেকটি গুরুত্বপূর্ণ দিক হল কোন বড় যৌক্তিক ভুল নেই।,10,58,0
"সিনেমার কোনো দৃশ্য চোখে লেগে থাকে না, আবার খারাপও না।",10,53,0
কোন চরিত্রই খুব প্রভাবশালী মনে হয় না।,7,38,0
সিনেমার শুরুতে কিছু বাড়তি দৃশ্য ছিল যেগুলো বাদ দিলেও চলতো।,10,59,0
মিউজিক গল্পের সঙ্গে মিলছে না।,5,29,0
সিনেমার সুর স্থির।,3,18,0
মেকআপ এবং পোশাক অনেক চরিত্রের সাথে একেবারেই মানায়নি।,8,53,0
শুধু অকারন ইংরেজী কপচানো মানা যায়না।,6,36,1
"সিনেমার শুরুটা আকর্ষণীয় হলেও মাঝের অংশে কিছু অংশ ধীর মনে হয়েছে। গল্পের ফ্লো বেশ সরল, বিশেষ কোন টুইস্ট ছিল না। চরিত্রগুলো ঠিকঠাক, তবে কিছু চরিত্রের গভীরতা কম। অভিনয় মোটামুটি ভালো, কোন দৃশ্য বিশেষভাবে চোখে পড়েনি। ভিজ্যুয়াল এবং সিনেমাটোগ্রাফি ঠিক আছে, কিন্তু কিছুটা সাধারণ মনে হয়েছে। সংলাপ এবং ডায়লগ ভালো ছিল, তবে অতিরিক্ত আবেগের অভাব। মিউজিক সাধারণ, ব্যাকগ্রাউন্ডের সঙ্গে মানানসই। সিনেমার বার্তা বোঝা সহজ, কিন্তু নতুনত্বের অভাব রয়েছে। মোটামুটি একবার দেখার মতো সিনেমা, কিন্তু আবার দেখা বিশেষ প্রয়োজন মনে হয় না।",80,517,0
অসাধারণ অতুলনীয় ছবি আলমগীর ও সাবানার জুটি ফরিদি আরো অসাধারণ।,10,60,1
কেমন যেনো মুভিগুলো করে। হাসতে হাসতে পেট ব্যাথা করে,9,50,1
অসাধারণ অনির্বাণ ভট্টাচার্য্য তিনি একটা গোটা রহস্য,7,50,1
পুরো মুভিতে জায়েদ খানের শুধু লাফালাফি অ্যাক্টিং এর তো এ পারে না,12,64,1
কাঁচা অভিনয়। গল্প অসমাপ্ত। মায়ের শাশ্তি পাওনা ছিলো। বাবার চরিত্র মেরুদন্ড হীন। স্বচ্ছল অবস্থা নার্সিং স্টাফ রাখতেই পারতো।,18,123,1
"জীবনে কতো মুভি দেখেছি কিন্তু এই ধরনের কোন টুইস্ট ওয়ালা মুভি দেখিও নাই, ভাবিও নাই",15,80,2
সেই সিনেমাটি আগামী প্রজন্মের জন্য একটি বড় ইতিহাস হয়ে থাকবে।,10,61,2
সিনেমার টাইটেল ভালো হলেও গল্পের সঙ্গে খাপ খায়নি।,8,48,0
"সিনেমার সেটআপ সাধারণ, চোখে পড়ে না।",6,34,0
"অনেক ভালো দৃশ্য ছিল, কিন্তু একটানা মনোযোগ ধরে রাখা কঠিন।",10,56,0
"কী নিখুঁত অভিনয়, কী শিল্পী, কী কণ্ঠ, কী গান, এমন একটা সিনেমা যদি তৈরি হতো, আবার দেখে কেঁদে ফেলতাম।",19,99,2
সিনেমার শেষ অংশ তাড়াহুড়ো করে শেষ করা হয়েছে।,8,46,0
